r100014,r397114
r614630,r642952
r614653,r324161
r614653,r974920
r614663,r981221
r614696,r834317
r614768,r332378
r614791,r487108
r614805,r352900
r614805,r430834
r614805,r490821
r614805,r673850
r614823,r262066
r614879,r441823
r614879,r472753
r614879,r832306
r614902,r415041
r614905,r915802
r614945,r588492
r614945,r703847
r614979,r423577
r614979,r569351
r615006,r722770
r615023,r317009
r615023,r825211
r615042,r720295
r615059,r199427
r615081,r765006
r615205,r899864
r615231,r680333
r615257,r629840
r615283,r572358
r615303,r192723
r615303,r238354
r615303,r338082
r615303,r436135
r615303,r517257
r615303,r698157
r615303,r766085
r615303,r880330
r615388,r455011
r615388,r489932
r615443,r713330
r615458,r428129
r615493,r274889
r615508,r334115
r615508,r730173
r615532,r662870
r615548,r842390
r615617,r201075
r615617,r984905
r615623,r397080
r615655,r985362
r615660,r741914
r615684,r356434
r615707,r189267
r615707,r975342
r615708,r707925
r615730,r292667
r615730,r596117
r615848,r774461
r615875,r175495
r615916,r884249
r615925,r216170
r615984,r110418
r615984,r563099
r615984,r689392
r615984,r981167
r616082,r292948
r616082,r712583
r616120,r270779
r616138,r716548
r616153,r303859
r616165,r984683
r616169,r643455
r616194,r415032
r616237,r440478
r616237,r460625
r616237,r887602
r616237,r995165
r616249,r575094
r616249,r879069
r616257,r871958
r616259,r300628
r616264,r144047
r616301,r907031
r616333,r104804
r616358,r455902
r616360,r470264
r616360,r754552
r616360,r978535
r616367,r151104
r616367,r249848
r616367,r455273
r616385,r303505
r616426,r894336
r616510,r870334
r616531,r379330
r616561,r684005
r616576,r191426
r616576,r769176
r616601,r771488
r616601,r885949
r616601,r913538
r616618,r971147
r616684,r547427
r616686,r384872
r616698,r122944
r616698,r631733
r616702,r187319
r616723,r179084
r616765,r211217
r616809,r168731
r616809,r513053
r616823,r180343
r616824,r824311
r616851,r892118
r616987,r284334
r617008,r195569
r617008,r966305
r617062,r235144
r617062,r306097
r617062,r472033
r617062,r814027
r617062,r885949
r617062,r944001
r617064,r132537
r617100,r838889
r617153,r571303
r617166,r181636
r617166,r403818
r617242,r284102
r617242,r386936
r617242,r812534
r617243,r310855
r617243,r399190
r617243,r860685
r617243,r938197
r617274,r666968
r617291,r131130
r617291,r262485
r617291,r692259
r617327,r585397
r617353,r880013
r617363,r362194
r617363,r496715
r617363,r644766
r617368,r541406
r617387,r215432
r617388,r438103
r617388,r584877
r617388,r743669
r617394,r306202
r617399,r918029
r617449,r171332
r617449,r283715
r617460,r708918
r617467,r105120
r617485,r342005
r617485,r656544
r617489,r428791
r617529,r245821
r617544,r906853
r617620,r155588
r617620,r910303
r617624,r822022
r617624,r826562
r617657,r199447
r617657,r295789
r617657,r501088
r617674,r109252
r617681,r757421
r617701,r455056
r617701,r670648
r617701,r698157
r617753,r320873
r617753,r579627
r617848,r735013
r617874,r599957
r617887,r262564
r617887,r919474
r617908,r614997
r617923,r221121
r617964,r277924
r617986,r950142
r617989,r342541
r617998,r958067
r618042,r140969
r618224,r223839
r618224,r271400
r618248,r735679
r618262,r114651
r618269,r824311
r618282,r237756
r618282,r547864
r618391,r706509
r618430,r957057
r618455,r222704
r618455,r860446
r618478,r133503
r618491,r456236
r618589,r612854
r618603,r497731
r618721,r719534
r618725,r789952
r618726,r629648
r618739,r991790
r618740,r254056
r618740,r402867
r618787,r426252
r618865,r137003
r618912,r686470
r618915,r648251
r618915,r803274
r618944,r577379
r618962,r109395
r619022,r420410
r619031,r847983
r619153,r673024
r619153,r716808
r619176,r181463
r619230,r287995
r619230,r403577
r619264,r182346
r619274,r540159
r619361,r559328
r619423,r773087
r619480,r278266
r619514,r380810
r619611,r824698
r619625,r922496
r619635,r535180
r619638,r626081
r619652,r218211
r619652,r455176
r619652,r537137
r619652,r888286
r619652,r905317
r619652,r981402
r619744,r495540
r619795,r148047
r619795,r617688
r619795,r684827
r619825,r498210
r619839,r593433
r619847,r943594
r619964,r959376
r620023,r782176
r620039,r109395
r620039,r151151
r620039,r189054
r620039,r359403
r620039,r377633
r620039,r381016
r620039,r448013
r620039,r606293
r620039,r673664
r620039,r809765
r620039,r820311
r620039,r823465
r620039,r897859
r620039,r926040
r620076,r284156
r620112,r252942
r620112,r400203
r620156,r188343
r620156,r958086
r620207,r903368
r620212,r914560
r620219,r121176
r620219,r485201
r620255,r977945
r620311,r180343
r620311,r353154
r620311,r574292
r620311,r866759
r620362,r528499
r620362,r917510
r620381,r886809
r620384,r194214
r620404,r415672
r620482,r358669
r620484,r654501
r620546,r266373
r620570,r169315
r620570,r380643
r620570,r809234
r620620,r533222
r620620,r734819
r620637,r108325
r620637,r496051
r620637,r653178
r620637,r681417
r620651,r164011
r620683,r361167
r620691,r849256
r620691,r927924
r620701,r594084
r620743,r343674
r620743,r581158
r620764,r817777
r620770,r114537
r620770,r125130
r620779,r303492
r620791,r201054
r620813,r536407
r620833,r590185
r620848,r110040
r620848,r572269
r620848,r731378
r620848,r960769
r620885,r257710
r620888,r355809
r620893,r356558
r620894,r945428
r620897,r205515
r620908,r624523
r620936,r409156
r620947,r325359
r620979,r332944
r620979,r458268
r620979,r588566
r620979,r685314
r621000,r557522
r621005,r349744
r621079,r266958
r621091,r558252
r621115,r289371
r621115,r574575
r621115,r608933
r621115,r635539
r621115,r807134
r621115,r810950
r621115,r811090
r621115,r826638
r621196,r561477
r621233,r253807
r621233,r564371
r621244,r524400
r621257,r229010
r621257,r231127
r621257,r343877
r621257,r354299
r621257,r617046
r621257,r993460
r621272,r250691
r621279,r484073
r621315,r562553
r621323,r728912
r621372,r371662
r621415,r728492
r621415,r753107
r621423,r106648
r621438,r310336
r621458,r315632
r621550,r795660
r621605,r498160
r621634,r872539
r621674,r615189
r621755,r503737
r621763,r938926
r621776,r268382
r621776,r402829
r621787,r443833
r621787,r713043
r621787,r758678
r621871,r217366
r621873,r498639
r621895,r835523
r621911,r971942
r621919,r505679
r621947,r549700
r621985,r473940
r621985,r990875
r621999,r499366
r622124,r998373
r622154,r247910
r622154,r517423
r622214,r200750
r622214,r967737
r622240,r101457
r622240,r484548
r622283,r488218
r622300,r908082
r622359,r470642
r622504,r312369
r622504,r467342
r622504,r697445
r622527,r555126
r622527,r945312
r622597,r754853
r622678,r818946
r622680,r120209
r622680,r932313
r622680,r962997
r622692,r173295
r622692,r969671
r622699,r486613
r622699,r515444
r622699,r646569
r622751,r424922
r622751,r525418
r622786,r115851
r622786,r418774
r622786,r973227
r622832,r952365
r622990,r716860
r623011,r443507
r623049,r380988
r623050,r910208
r623064,r126166
r623064,r578769
r623073,r157736
r623073,r259198
r623127,r870806
r623131,r156607
r623139,r622420
r623139,r829805
r623176,r128463
r623176,r232065
r623176,r320137
r623176,r814169
r623190,r588168
r623198,r426843
r623233,r111480
r623333,r520184
r623413,r224090
r623413,r491182
r623426,r251356
r623474,r927508
r623481,r324685
r623481,r845471
r623517,r309949
r623522,r187332
r623569,r932216
r623573,r491874
r623576,r197346
r623612,r416081
r623619,r656487
r623619,r676573
r623650,r430949
r623679,r659615
r623711,r130430
r623830,r264580
r623845,r538121
r623877,r767784
r623878,r161873
r623971,r603287
r624001,r494828
r624003,r521653
r624062,r347911
r624062,r365036
r624062,r742636
r624062,r860270
r624069,r353931
r624117,r552706
r624117,r669237
r624261,r365204
r624261,r557431
r624261,r815038
r624296,r156105
r624296,r239070
r624296,r614784
r624296,r763319
r624296,r990736
r624296,r997603
r624393,r212939
r624408,r179654
r624502,r321402
r624529,r897975
r624542,r218810
r624542,r407445
r624542,r726075
r624591,r734886
r624680,r362165
r624692,r120770
r624712,r570017
r624712,r688434
r624722,r548682
r624752,r122318
r624752,r503728
r624752,r843312
r624752,r866689
r624752,r991790
r624877,r699926
r624877,r751286
r624887,r126652
r624891,r212782
r624891,r249848
r624891,r346038
r624891,r485045
r624989,r809817
r625026,r422624
r625026,r455917
r625026,r803822
r625069,r696223
r625069,r854535
r625159,r895172
r625251,r916337
r625355,r783531
r625372,r852431
r625389,r415032
r625405,r254488
r625410,r226059
r625410,r879233
r625427,r409009
r625427,r507757
r625452,r446871
r625536,r239964
r625538,r242368
r625538,r547934
r625561,r408293
r625561,r683248
r625561,r732806
r625586,r144134
r625594,r376666
r625636,r439859
r625650,r775530
r625696,r623504
r625707,r752619
r625707,r774499
r625751,r476502
r625751,r586554
r625757,r425559
r625775,r165743
r625775,r346419
r625782,r961786
r625799,r240851
r625822,r168141
r625822,r449488
r625822,r532186
r625822,r588242
r625822,r589682
r625845,r707313
r625852,r291312
r625852,r579180
r625871,r118233
r625871,r301798
r625887,r354771
r625903,r145130
r625903,r521066
r625923,r190807
r625923,r986896
r625986,r145727
r626023,r554228
r626170,r427152
r626198,r625785
r626211,r475330
r626219,r930390
r626224,r455436
r626224,r497584
r626224,r515192
r626224,r547851
r626224,r693738
r626224,r820141
r626230,r300952
r626230,r576604
r626230,r705132
r626250,r526308
r626275,r169467
r626327,r366994
r626414,r467886
r626418,r150866
r626484,r544058
r626643,r337045
r626643,r375161
r626643,r472033
r626643,r944001
r626699,r426249
r626719,r805384
r626719,r937373
r626796,r339511
r626901,r673628
r627080,r262066
r627080,r472864
r627080,r620988
r627080,r754596
r627080,r822246
r627080,r869455
r627125,r149448
r627125,r283818
r627125,r399869
r627125,r671261
r627125,r817939
r627135,r881444
r627151,r396004
r627199,r376646
r627205,r684680
r627210,r378072
r627210,r423900
r627210,r660063
r627210,r846697
r627315,r667814
r627349,r497087
r627354,r407840
r627402,r113447
r627411,r432560
r627445,r279722
r627445,r664473
r627449,r643694
r627487,r464536
r627504,r601370
r627506,r311149
r627506,r345648
r627506,r645522
r627506,r790136
r627506,r812229
r627526,r696490
r627526,r943647
r627526,r983159
r627545,r294412
r627565,r867118
r627565,r947484
r627619,r156596
r627634,r128961
r627634,r722235
r627645,r355070
r627648,r975143
r627727,r194906
r627727,r999656
r627734,r847504
r627791,r255460
r627804,r114077
r627804,r690391
r627864,r324891
r627864,r348468
r627921,r421566
r627921,r460608
r627921,r685450
r627921,r737245
r627932,r699559
r627946,r382576
r627946,r473092
r627946,r494604
r627979,r426688
r627979,r663757
r627999,r146174
r628057,r122853
r628058,r274414
r628091,r252400
r628091,r432312
r628101,r359740
r628104,r535994
r628113,r709326
r628113,r745951
r628130,r328951
r628130,r874272
r628130,r987892
r628176,r863835
r628214,r484749
r628256,r106697
r628343,r416498
r628347,r484799
r628349,r690287
r628463,r386066
r628483,r311953
r628483,r692532
r628501,r107436
r628532,r253558
r628532,r528159
r628539,r116547
r628539,r524606
r628539,r583130
r628571,r110418
r628571,r469762
r628571,r598294
r628579,r540567
r628579,r992446
r628633,r416993
r628638,r136311
r628638,r136349
r628638,r258184
r628701,r387554
r628701,r769827
r628707,r428108
r628707,r586409
r628707,r869668
r628722,r393689
r628752,r331126
r628752,r542378
r628760,r298883
r628760,r982377
r628833,r661207
r628839,r410626
r628844,r651546
r628902,r132921
r628918,r225250
r628918,r485045
r629020,r410913
r629020,r573653
r629028,r572692
r629048,r263893
r629048,r282662
r629048,r408728
r629048,r520437
r629074,r893557
r629162,r741065
r629189,r304413
r629278,r161361
r629278,r514686
r629278,r534821
r629278,r630369
r629278,r766139
r629278,r919263
r629311,r354705
r629317,r182327
r629379,r403358
r629481,r425174
r629495,r456755
r629511,r532759
r629535,r935919
r629562,r198468
r629651,r889200
r629705,r430169
r629705,r640369
r629705,r965887
r629714,r387146
r629714,r420346
r629714,r673594
r629714,r817867
r629714,r957174
r629716,r831970
r629746,r392332
r629746,r464870
r629746,r658353
r629790,r311806
r629806,r284088
r629825,r785788
r629834,r165528
r629869,r956583
r629893,r316939
r629968,r333141
r629968,r760446
r630021,r372542
r630021,r824489
r630028,r315180
r630038,r169757
r630118,r386876
r630141,r521653
r630166,r460087
r630175,r653478
r630175,r997348
r630217,r348618
r630275,r205889
r630275,r350443
r630275,r822980
r630275,r953691
r630313,r859771
r630323,r905154
r630344,r825185
r630396,r698420
r630396,r788759
r630396,r847915
r630400,r750168
r630419,r360356
r630487,r444235
r630612,r773151
r630626,r179084
r630626,r251605
r630626,r707904
r630626,r737494
r630638,r316706
r630638,r774275
r630640,r666543
r630675,r492056
r630675,r894664
r630695,r274197
r630717,r487353
r630781,r298735
r630856,r535180
r630907,r110974
r630910,r363832
r630925,r463200
r630925,r684662
r630926,r452489
r630926,r529508
r630985,r976624
r631018,r777449
r631018,r961570
r631020,r115070
r631145,r258901
r631145,r593956
r631175,r947694
r631213,r101516
r631223,r698558
r631223,r986662
r631366,r477027
r631381,r185028
r631402,r817621
r631402,r854439
r631458,r764055
r631458,r787185
r631548,r134378
r631548,r357738
r631548,r516372
r631548,r711891
r631549,r856962
r631564,r672142
r631564,r969279
r631567,r551722
r631620,r738558
r631641,r709691
r631641,r978888
r631668,r155469
r631668,r342327
r631668,r508791
r631668,r534525
r631668,r791454
r631673,r691040
r631675,r637211
r631675,r708136
r631688,r133971
r631688,r485585
r631688,r487861
r631718,r532216
r631739,r161053
r631739,r901164
r631742,r375587
r631744,r319485
r631776,r340059
r631809,r461053
r631809,r877781
r631811,r235413
r631811,r647956
r631811,r728884
r631818,r128945
r631818,r949971
r631933,r313252
r631958,r119147
r631975,r793949
r631983,r794912
r631989,r303670
r632026,r322397
r632101,r579395
r632120,r320137
r632120,r527119
r632120,r782088
r632146,r245992
r632146,r376622
r632158,r518066
r632248,r165075
r632248,r750746
r632285,r726912
r632314,r934606
r632315,r564736
r632382,r501912
r632382,r558750
r632382,r681524
r632382,r972914
r632429,r817356
r632522,r404891
r632522,r575914
r632606,r196786
r632606,r207307
r632606,r861522
r632621,r493882
r632704,r435491
r632704,r507220
r632744,r826790
r632750,r204656
r632785,r225255
r632785,r300108
r632785,r461565
r632808,r204178
r632827,r485045
r632840,r157311
r632844,r761798
r632866,r633752
r632872,r691353
r632894,r224735
r632894,r491740
r632894,r497975
r632905,r393104
r632922,r539868
r632939,r327011
r632960,r107998
r632962,r965932
r632966,r342590
r632966,r544058
r632988,r209497
r632988,r558699
r632988,r942958
r632995,r326376
r632995,r973323
r633010,r728251
r633016,r511086
r633017,r724812
r633085,r335348
r633085,r938254
r633085,r948072
r633199,r360598
r633199,r767107
r633273,r352256
r633290,r830393
r633376,r127211
r633390,r621414
r633399,r798928
r633399,r839385
r633411,r488079
r633471,r817770
